Source,Year,Mean
GISTEMP,1976-09,-0.07
gcag,1976-09,-0.1511
GISTEMP,1976-10,-0.24
gcag,1976-10,-0.3323
GISTEMP,1976-11,-0.06
gcag,1976-11,-0.1394
GISTEMP,1976-12,0.11
gcag,1976-12,-0.0295
GISTEMP,1977-01,0.18
gcag,1977-01,0.1534
GISTEMP,1977-02,0.23
gcag,1977-02,0.1038
GISTEMP,1977-03,0.24
gcag,1977-03,0.0748
GISTEMP,1977-04,0.26
gcag,1977-04,0.1345
GISTEMP,1977-05,0.33
gcag,1977-05,0.2277
GISTEMP,1977-06,0.27
gcag,1977-06,0.2078
GISTEMP,1977-07,0.2
gcag,1977-07,0.1425
GISTEMP,1977-08,0.18
gcag,1977-08,0.1298
GISTEMP,1977-09,0.02
gcag,1977-09,-0.002
GISTEMP,1977-10,0.03
gcag,1977-10,-0.0162
GISTEMP,1977-11,0.16
gcag,1977-11,0.1211
GISTEMP,1977-12,0.03
gcag,1977-12,-0.0401
GISTEMP,1978-01,0.06
gcag,1978-01,0.037
GISTEMP,1978-02,0.1
gcag,1978-02,0.0739
GISTEMP,1978-03,0.19
gcag,1978-03,0.0593
GISTEMP,1978-04,0.17
gcag,1978-04,0.0532
GISTEMP,1978-05,0.09
gcag,1978-05,0.0115
GISTEMP,1978-06,-0.01
gcag,1978-06,-0.0551
GISTEMP,1978-07,0.04
gcag,1978-07,0.0163
GISTEMP,1978-08,-0.13
gcag,1978-08,-0.2167
GISTEMP,1978-09,0.06
gcag,1978-09,0.0417
GISTEMP,1978-10,0.03
gcag,1978-10,-0.0599
GISTEMP,1978-11,0.14
gcag,1978-11,0.0917
GISTEMP,1978-12,0.08
gcag,1978-12,0.0102
GISTEMP,1979-01,0.09
gcag,1979-01,0.0517
GISTEMP,1979-02,-0.1
gcag,1979-02,-0.1795
GISTEMP,1979-03,0.19
gcag,1979-03,0.0669
GISTEMP,1979-04,0.15
gcag,1979-04,0.077
GISTEMP,1979-05,0.04
gcag,1979-05,-0.0224
GISTEMP,1979-06,0.14
gcag,1979-06,0.0502
GISTEMP,1979-07,0.04
gcag,1979-07,0.018
GISTEMP,1979-08,0.17
gcag,1979-08,0.1145
GISTEMP,1979-09,0.25
gcag,1979-09,0.1729
GISTEMP,1979-10,0.26
gcag,1979-10,0.1473
GISTEMP,1979-11,0.28
gcag,1979-11,0.2078
GISTEMP,1979-12,0.48
gcag,1979-12,0.386
GISTEMP,1980-01,0.29
gcag,1980-01,0.2527
GISTEMP,1980-02,0.39
gcag,1980-02,0.3607
GISTEMP,1980-03,0.29
gcag,1980-03,0.2167
GISTEMP,1980-04,0.3
gcag,1980-04,0.2339
GISTEMP,1980-05,0.35
gcag,1980-05,0.2457
GISTEMP,1980-06,0.2
gcag,1980-06,0.1318
GISTEMP,1980-07,0.22
gcag,1980-07,0.2064
GISTEMP,1980-08,0.18
gcag,1980-08,0.1644
GISTEMP,1980-09,0.2
gcag,1980-09,0.1236
GISTEMP,1980-10,0.13
gcag,1980-10,0.097
GISTEMP,1980-11,0.3
gcag,1980-11,0.2063
GISTEMP,1980-12,0.22
gcag,1980-12,0.1137
GISTEMP,1981-01,0.53
gcag,1981-01,0.4439
GISTEMP,1981-02,0.42
gcag,1981-02,0.3365
GISTEMP,1981-03,0.48
gcag,1981-03,0.3308
GISTEMP,1981-04,0.32
gcag,1981-04,0.1989
GISTEMP,1981-05,0.25
gcag,1981-05,0.1477
GISTEMP,1981-06,0.29
gcag,1981-06,0.2447
GISTEMP,1981-07,0.32
gcag,1981-07,0.2643
GISTEMP,1981-08,0.35
gcag,1981-08,0.3121
GISTEMP,1981-09,0.15
gcag,1981-09,0.1368
GISTEMP,1981-10,0.12
gcag,1981-10,0.0553
GISTEMP,1981-11,0.23
gcag,1981-11,0.1657
GISTEMP,1981-12,0.41
gcag,1981-12,0.3634
GISTEMP,1982-01,0.04
gcag,1982-01,-0.0241
GISTEMP,1982-02,0.15
gcag,1982-02,0.0682
GISTEMP,1982-03,0.03
gcag,1982-03,-0.137
GISTEMP,1982-04,0.15
gcag,1982-04,0.0204
GISTEMP,1982-05,0.18
gcag,1982-05,0.0907
GISTEMP,1982-06,0.05
gcag,1982-06,-0.0013
GISTEMP,1982-07,0.14
gcag,1982-07,0.0758
GISTEMP,1982-08,0.03
gcag,1982-08,-0.0456
GISTEMP,1982-09,0.14
gcag,1982-09,0.0165
GISTEMP,1982-10,0.13
gcag,1982-10,0.0411
GISTEMP,1982-11,0.18
gcag,1982-11,0.029
GISTEMP,1982-12,0.42
gcag,1982-12,0.2773
GISTEMP,1983-01,0.53
gcag,1983-01,0.3584
GISTEMP,1983-02,0.43
gcag,1983-02,0.3364
GISTEMP,1983-03,0.41
gcag,1983-03,0.2476
GISTEMP,1983-04,0.27
gcag,1983-04,0.1754
GISTEMP,1983-05,0.34
gcag,1983-05,0.222
GISTEMP,1983-06,0.22
gcag,1983-06,0.1669
GISTEMP,1983-07,0.18
gcag,1983-07,0.1149
GISTEMP,1983-08,0.35
gcag,1983-08,0.2838
GISTEMP,1983-09,0.37
gcag,1983-09,0.3257
GISTEMP,1983-10,0.17
gcag,1983-10,0.1131
GISTEMP,1983-11,0.3
gcag,1983-11,0.2455
GISTEMP,1983-12,0.17
gcag,1983-12,0.096
GISTEMP,1984-01,0.31
gcag,1984-01,0.1576
GISTEMP,1984-02,0.14
gcag,1984-02,0.02
GISTEMP,1984-03,0.26
gcag,1984-03,0.144
GISTEMP,1984-04,0.06
gcag,1984-04,0.0101
GISTEMP,1984-05,0.33
gcag,1984-05,0.2143
GISTEMP,1984-06,0.02
gcag,1984-06,-0.0386
GISTEMP,1984-07,0.19
gcag,1984-07,0.0249
GISTEMP,1984-08,0.19
gcag,1984-08,0.0892
GISTEMP,1984-09,0.21
gcag,1984-09,0.1271
GISTEMP,1984-10,0.13
gcag,1984-10,0.0409
GISTEMP,1984-11,0.06
gcag,1984-11,-0.0577
GISTEMP,1984-12,-0.04
gcag,1984-12,-0.156
GISTEMP,1985-01,0.22
gcag,1985-01,0.1156
GISTEMP,1985-02,-0.04
gcag,1985-02,-0.1042
GISTEMP,1985-03,0.17
gcag,1985-03,0.0427
GISTEMP,1985-04,0.12
gcag,1985-04,0.0028
GISTEMP,1985-05,0.14
gcag,1985-05,0.068
GISTEMP,1985-06,0.15
gcag,1985-06,0.1212
GISTEMP,1985-07,0.04
gcag,1985-07,-0.0229
GISTEMP,1985-08,0.16
gcag,1985-08,0.1431
GISTEMP,1985-09,0.13
gcag,1985-09,0.1177
GISTEMP,1985-10,0.11
gcag,1985-10,0.0393
GISTEMP,1985-11,0.05
gcag,1985-11,0.0181
GISTEMP,1985-12,0.14
gcag,1985-12,0.0553
GISTEMP,1986-01,0.26
gcag,1986-01,0.1167
GISTEMP,1986-02,0.37
gcag,1986-02,0.3094
GISTEMP,1986-03,0.3
gcag,1986-03,0.1382
GISTEMP,1986-04,0.22
gcag,1986-04,0.1349
GISTEMP,1986-05,0.21
gcag,1986-05,0.131
GISTEMP,1986-06,0.12
gcag,1986-06,0.0399
GISTEMP,1986-07,0.11
gcag,1986-07,0.043
GISTEMP,1986-08,0.16
gcag,1986-08,0.0879
GISTEMP,1986-09,0.03
gcag,1986-09,0.0241
GISTEMP,1986-10,0.15
gcag,1986-10,0.051
GISTEMP,1986-11,0.1
gcag,1986-11,0.0401
GISTEMP,1986-12,0.13
gcag,1986-12,0.0321
GISTEMP,1987-01,0.32
gcag,1987-01,0.22
GISTEMP,1987-02,0.43
gcag,1987-02,0.316
GISTEMP,1987-03,0.18
gcag,1987-03,0.1043
GISTEMP,1987-04,0.24
gcag,1987-04,0.1889
GISTEMP,1987-05,0.25
gcag,1987-05,0.1694
GISTEMP,1987-06,0.35
gcag,1987-06,0.2659
GISTEMP,1987-07,0.4
gcag,1987-07,0.3477
GISTEMP,1987-08,0.24
gcag,1987-08,0.2105
GISTEMP,1987-09,0.35
gcag,1987-09,0.2659
GISTEMP,1987-10,0.32
gcag,1987-10,0.2696
GISTEMP,1987-11,0.29
gcag,1987-11,0.1861
GISTEMP,1987-12,0.46
gcag,1987-12,0.372
GISTEMP,1988-01,0.56
gcag,1988-01,0.4591
GISTEMP,1988-02,0.44
gcag,1988-02,0.333
GISTEMP,1988-03,0.51
gcag,1988-03,0.3852
GISTEMP,1988-04,0.42
gcag,1988-04,0.3277
GISTEMP,1988-05,0.44
gcag,1988-05,0.3193
GISTEMP,1988-06,0.4
gcag,1988-06,0.3304
GISTEMP,1988-07,0.33
gcag,1988-07,0.2557
GISTEMP,1988-08,0.39
gcag,1988-08,0.2577
GISTEMP,1988-09,0.36
gcag,1988-09,0.2583
GISTEMP,1988-10,0.37
gcag,1988-10,0.2547
GISTEMP,1988-11,0.12
gcag,1988-11,0.0286
GISTEMP,1988-12,0.29
gcag,1988-12,0.1762
GISTEMP,1989-01,0.12
gcag,1989-01,-0.026
GISTEMP,1989-02,0.3
gcag,1989-02,0.2374
GISTEMP,1989-03,0.36
gcag,1989-03,0.1851
GISTEMP,1989-04,0.29
gcag,1989-04,0.1496
GISTEMP,1989-05,0.17
gcag,1989-05,0.0383
GISTEMP,1989-06,0.15
gcag,1989-06,0.0938
GISTEMP,1989-07,0.34
gcag,1989-07,0.2638
GISTEMP,1989-08,0.33
gcag,1989-08,0.2522
GISTEMP,1989-09,0.34
gcag,1989-09,0.2977
GISTEMP,1989-10,0.29
gcag,1989-10,0.26
GISTEMP,1989-11,0.2
gcag,1989-11,0.1153
GISTEMP,1989-12,0.37
gcag,1989-12,0.2837
GISTEMP,1990-01,0.41
gcag,1990-01,0.2828
GISTEMP,1990-02,0.43
gcag,1990-02,0.2788
GISTEMP,1990-03,0.8
gcag,1990-03,0.6348
GISTEMP,1990-04,0.56
gcag,1990-04,0.494
GISTEMP,1990-05,0.45
gcag,1990-05,0.406
GISTEMP,1990-06,0.37
gcag,1990-06,0.3154
GISTEMP,1990-07,0.45
gcag,1990-07,0.3797
GISTEMP,1990-08,0.34
gcag,1990-08,0.281
GISTEMP,1990-09,0.23
gcag,1990-09,0.2203
GISTEMP,1990-10,0.44
gcag,1990-10,0.3865
GISTEMP,1990-11,0.46
gcag,1990-11,0.359
GISTEMP,1990-12,0.4
gcag,1990-12,0.2888
GISTEMP,1991-01,0.42
gcag,1991-01,0.3034
GISTEMP,1991-02,0.49
gcag,1991-02,0.407
GISTEMP,1991-03,0.35
gcag,1991-03,0.2474
GISTEMP,1991-04,0.51
gcag,1991-04,0.436
GISTEMP,1991-05,0.34
gcag,1991-05,0.314
GISTEMP,1991-06,0.53
gcag,1991-06,0.4335
GISTEMP,1991-07,0.47
gcag,1991-07,0.4674
GISTEMP,1991-08,0.39
gcag,1991-08,0.362
GISTEMP,1991-09,0.44
gcag,1991-09,0.3528
GISTEMP,1991-10,0.29
gcag,1991-10,0.2512
GISTEMP,1991-11,0.29
gcag,1991-11,0.2536
GISTEMP,1991-12,0.32
gcag,1991-12,0.2383
GISTEMP,1992-01,0.47
gcag,1992-01,0.3629
GISTEMP,1992-02,0.4
gcag,1992-02,0.3484
GISTEMP,1992-03,0.48
gcag,1992-03,0.3092
GISTEMP,1992-04,0.27
gcag,1992-04,0.1619
GISTEMP,1992-05,0.31
gcag,1992-05,0.168
GISTEMP,1992-06,0.25
gcag,1992-06,0.1564
GISTEMP,1992-07,0.08
gcag,1992-07,0.0053
GISTEMP,1992-08,0.08
gcag,1992-08,0.0377
GISTEMP,1992-09,-0.01
gcag,1992-09,-0.0899
GISTEMP,1992-10,0.06
gcag,1992-10,-0.0227
GISTEMP,1992-11,0.03
gcag,1992-11,-0.0373
GISTEMP,1992-12,0.22
gcag,1992-12,0.0987
GISTEMP,1993-01,0.34
gcag,1993-01,0.261
GISTEMP,1993-02,0.37
gcag,1993-02,0.2833
GISTEMP,1993-03,0.36
gcag,1993-03,0.2361
GISTEMP,1993-04,0.27
gcag,1993-04,0.1951
GISTEMP,1993-05,0.28
gcag,1993-05,0.1956
GISTEMP,1993-06,0.23
gcag,1993-06,0.1645
GISTEMP,1993-07,0.25
gcag,1993-07,0.1586
GISTEMP,1993-08,0.11
gcag,1993-08,0.0842
GISTEMP,1993-09,0.11
gcag,1993-09,0.0455
GISTEMP,1993-10,0.23
gcag,1993-10,0.1505
GISTEMP,1993-11,0.03
gcag,1993-11,0.0657
GISTEMP,1993-12,0.18
gcag,1993-12,0.1483
GISTEMP,1994-01,0.26
gcag,1994-01,0.2003
GISTEMP,1994-02,0.02
gcag,1994-02,0.014
GISTEMP,1994-03,0.29
gcag,1994-03,0.2355
GISTEMP,1994-04,0.41
gcag,1994-04,0.2556
GISTEMP,1994-05,0.28
gcag,1994-05,0.2077
GISTEMP,1994-06,0.43
gcag,1994-06,0.3144
GISTEMP,1994-07,0.3
gcag,1994-07,0.1822
GISTEMP,1994-08,0.21
gcag,1994-08,0.1733
GISTEMP,1994-09,0.31
gcag,1994-09,0.2722
GISTEMP,1994-10,0.42
gcag,1994-10,0.347
GISTEMP,1994-11,0.44
gcag,1994-11,0.3531
GISTEMP,1994-12,0.39
gcag,1994-12,0.2474
GISTEMP,1995-01,0.52
gcag,1995-01,0.4136
GISTEMP,1995-02,0.79
gcag,1995-02,0.6401
GISTEMP,1995-03,0.46
gcag,1995-03,0.3564
GISTEMP,1995-04,0.46
gcag,1995-04,0.4273
GISTEMP,1995-05,0.27
gcag,1995-05,0.2646
GISTEMP,1995-06,0.43
gcag,1995-06,0.3784
GISTEMP,1995-07,0.45
gcag,1995-07,0.4418
GISTEMP,1995-08,0.45
gcag,1995-08,0.3916
GISTEMP,1995-09,0.33
gcag,1995-09,0.2796
GISTEMP,1995-10,0.47
gcag,1995-10,0.3794
GISTEMP,1995-11,0.44
gcag,1995-11,0.3754
GISTEMP,1995-12,0.26
gcag,1995-12,0.174
GISTEMP,1996-01,0.24
gcag,1996-01,0.2164
GISTEMP,1996-02,0.45
gcag,1996-02,0.4616
GISTEMP,1996-03,0.32
gcag,1996-03,0.2884
GISTEMP,1996-04,0.33
gcag,1996-04,0.2516
GISTEMP,1996-05,0.27
gcag,1996-05,0.2371
GISTEMP,1996-06,0.25
gcag,1996-06,0.2165
GISTEMP,1996-07,0.36
gcag,1996-07,0.3254
GISTEMP,1996-08,0.48
gcag,1996-08,0.3515
GISTEMP,1996-09,0.25
gcag,1996-09,0.2046
GISTEMP,1996-10,0.24
gcag,1996-10,0.1277
GISTEMP,1996-11,0.38
gcag,1996-11,0.3163
GISTEMP,1996-12,0.37
gcag,1996-12,0.3233
GISTEMP,1997-01,0.33
gcag,1997-01,0.249
GISTEMP,1997-02,0.4
gcag,1997-02,0.3044
GISTEMP,1997-03,0.52
gcag,1997-03,0.3971
GISTEMP,1997-04,0.33
gcag,1997-04,0.3775
GISTEMP,1997-05,0.34
gcag,1997-05,0.3171
GISTEMP,1997-06,0.54
gcag,1997-06,0.4918
GISTEMP,1997-07,0.34
gcag,1997-07,0.3461
GISTEMP,1997-08,0.41
gcag,1997-08,0.4057
GISTEMP,1997-09,0.51
gcag,1997-09,0.4675
GISTEMP,1997-10,0.61
gcag,1997-10,0.5718
GISTEMP,1997-11,0.64
gcag,1997-11,0.6157
GISTEMP,1997-12,0.59
gcag,1997-12,0.5239
GISTEMP,1998-01,0.57
gcag,1998-01,0.563
GISTEMP,1998-02,0.88
gcag,1998-02,0.7974
GISTEMP,1998-03,0.63
gcag,1998-03,0.5895
GISTEMP,1998-04,0.63
gcag,1998-04,0.6509
GISTEMP,1998-05,0.68
gcag,1998-05,0.6391
GISTEMP,1998-06,0.77
gcag,1998-06,0.6679
GISTEMP,1998-07,0.66
gcag,1998-07,0.6591
GISTEMP,1998-08,0.65
gcag,1998-08,0.6456
GISTEMP,1998-09,0.41
gcag,1998-09,0.4348
GISTEMP,1998-10,0.41
gcag,1998-10,0.4111
GISTEMP,1998-11,0.43
gcag,1998-11,0.3822
GISTEMP,1998-12,0.54
gcag,1998-12,0.4876
GISTEMP,1999-01,0.48
gcag,1999-01,0.3873
GISTEMP,1999-02,0.64
gcag,1999-02,0.604
GISTEMP,1999-03,0.32
gcag,1999-03,0.2638
GISTEMP,1999-04,0.32
gcag,1999-04,0.2695
GISTEMP,1999-05,0.26
gcag,1999-05,0.2478
GISTEMP,1999-06,0.36
gcag,1999-06,0.3248
GISTEMP,1999-07,0.38
gcag,1999-07,0.3104
GISTEMP,1999-08,0.31
gcag,1999-08,0.3026
GISTEMP,1999-09,0.38
gcag,1999-09,0.276
GISTEMP,1999-10,0.34
gcag,1999-10,0.307
GISTEMP,1999-11,0.37
gcag,1999-11,0.2869
GISTEMP,1999-12,0.4
gcag,1999-12,0.3138
GISTEMP,2000-01,0.24
gcag,2000-01,0.1813
GISTEMP,2000-02,0.56
gcag,2000-02,0.4992
GISTEMP,2000-03,0.55
gcag,2000-03,0.445
GISTEMP,2000-04,0.56
gcag,2000-04,0.5384
GISTEMP,2000-05,0.36
gcag,2000-05,0.3058
GISTEMP,2000-06,0.4
gcag,2000-06,0.3502
GISTEMP,2000-07,0.39
gcag,2000-07,0.3258
GISTEMP,2000-08,0.42
gcag,2000-08,0.3747
GISTEMP,2000-09,0.38
gcag,2000-09,0.3108
GISTEMP,2000-10,0.26
gcag,2000-10,0.1948
GISTEMP,2000-11,0.3
gcag,2000-11,0.2453
GISTEMP,2000-12,0.28
gcag,2000-12,0.2017
GISTEMP,2001-01,0.45
gcag,2001-01,0.3642
GISTEMP,2001-02,0.44
gcag,2001-02,0.3919
GISTEMP,2001-03,0.55
gcag,2001-03,0.5205
GISTEMP,2001-04,0.5
gcag,2001-04,0.4525
GISTEMP,2001-05,0.57
gcag,2001-05,0.4893
GISTEMP,2001-06,0.52
gcag,2001-06,0.4459
GISTEMP,2001-07,0.59
gcag,2001-07,0.5091
GISTEMP,2001-08,0.49
gcag,2001-08,0.5075
GISTEMP,2001-09,0.51
gcag,2001-09,0.4926
GISTEMP,2001-10,0.5
gcag,2001-10,0.4642
GISTEMP,2001-11,0.72
gcag,2001-11,0.6921
GISTEMP,2001-12,0.55
gcag,2001-12,0.5416
GISTEMP,2002-01,0.77
gcag,2002-01,0.6474
GISTEMP,2002-02,0.78
gcag,2002-02,0.6426
GISTEMP,2002-03,0.88
gcag,2002-03,0.7994
GISTEMP,2002-04,0.58
gcag,2002-04,0.5682
GISTEMP,2002-05,0.64
gcag,2002-05,0.5028
GISTEMP,2002-06,0.53
gcag,2002-06,0.4493
GISTEMP,2002-07,0.61
gcag,2002-07,0.5695
GISTEMP,2002-08,0.53
gcag,2002-08,0.4985
GISTEMP,2002-09,0.63
gcag,2002-09,0.5019
GISTEMP,2002-10,0.54
gcag,2002-10,0.5004
GISTEMP,2002-11,0.59
gcag,2002-11,0.4945
GISTEMP,2002-12,0.44
gcag,2002-12,0.347
GISTEMP,2003-01,0.74
gcag,2003-01,0.6539
GISTEMP,2003-02,0.58
gcag,2003-02,0.4856
GISTEMP,2003-03,0.6
gcag,2003-03,0.4836
GISTEMP,2003-04,0.55
gcag,2003-04,0.4728
GISTEMP,2003-05,0.6
gcag,2003-05,0.5223
GISTEMP,2003-06,0.48
gcag,2003-06,0.4251
GISTEMP,2003-07,0.58
gcag,2003-07,0.4838
GISTEMP,2003-08,0.65
gcag,2003-08,0.6121
GISTEMP,2003-09,0.62
gcag,2003-09,0.5747
GISTEMP,2003-10,0.72
gcag,2003-10,0.6568
GISTEMP,2003-11,0.53
gcag,2003-11,0.4991
GISTEMP,2003-12,0.75
gcag,2003-12,0.6602
GISTEMP,2004-01,0.58
gcag,2004-01,0.509
GISTEMP,2004-02,0.72
gcag,2004-02,0.6349
GISTEMP,2004-03,0.63
gcag,2004-03,0.5283
GISTEMP,2004-04,0.61
gcag,2004-04,0.5228
GISTEMP,2004-05,0.37
gcag,2004-05,0.3509
GISTEMP,2004-06,0.44
gcag,2004-06,0.311
GISTEMP,2004-07,0.26
gcag,2004-07,0.2372
GISTEMP,2004-08,0.45
gcag,2004-08,0.4583
GISTEMP,2004-09,0.5
gcag,2004-09,0.4673
GISTEMP,2004-10,0.61
gcag,2004-10,0.5229
GISTEMP,2004-11,0.72
gcag,2004-11,0.6511
GISTEMP,2004-12,0.5
gcag,2004-12,0.4149
GISTEMP,2005-01,0.74
gcag,2005-01,0.6501
GISTEMP,2005-02,0.6
gcag,2005-02,0.5338
GISTEMP,2005-03,0.74
gcag,2005-03,0.6459
GISTEMP,2005-04,0.67
gcag,2005-04,0.6316
GISTEMP,2005-05,0.63
gcag,2005-05,0.5532
GISTEMP,2005-06,0.64
gcag,2005-06,0.5688
GISTEMP,2005-07,0.61
gcag,2005-07,0.5549
GISTEMP,2005-08,0.6
gcag,2005-08,0.581
GISTEMP,2005-09,0.71
gcag,2005-09,0.6341
GISTEMP,2005-10,0.75
gcag,2005-10,0.6844
GISTEMP,2005-11,0.73
gcag,2005-11,0.6432
GISTEMP,2005-12,0.68
gcag,2005-12,0.6013
GISTEMP,2006-01,0.56
gcag,2006-01,0.4999
GISTEMP,2006-02,0.73
gcag,2006-02,0.6456
GISTEMP,2006-03,0.63
gcag,2006-03,0.5437
GISTEMP,2006-04,0.47
gcag,2006-04,0.4862
GISTEMP,2006-05,0.48
gcag,2006-05,0.4718
GISTEMP,2006-06,0.66
gcag,2006-06,0.5719
GISTEMP,2006-07,0.54
gcag,2006-07,0.4764
GISTEMP,2006-08,0.7
gcag,2006-08,0.6334
GISTEMP,2006-09,0.65
gcag,2006-09,0.55
GISTEMP,2006-10,0.7
gcag,2006-10,0.6137
GISTEMP,2006-11,0.74
gcag,2006-11,0.6609
GISTEMP,2006-12,0.79
gcag,2006-12,0.7173
GISTEMP,2007-01,1.02
gcag,2007-01,0.893
GISTEMP,2007-02,0.7
gcag,2007-02,0.6397
GISTEMP,2007-03,0.71
gcag,2007-03,0.5919
GISTEMP,2007-04,0.76
gcag,2007-04,0.7261
GISTEMP,2007-05,0.68
gcag,2007-05,0.5801
GISTEMP,2007-06,0.61
gcag,2007-06,0.5007
GISTEMP,2007-07,0.59
gcag,2007-07,0.563
GISTEMP,2007-08,0.6
gcag,2007-08,0.5838
GISTEMP,2007-09,0.59
gcag,2007-09,0.5083
GISTEMP,2007-10,0.58
gcag,2007-10,0.5591
GISTEMP,2007-11,0.59
gcag,2007-11,0.5355
GISTEMP,2007-12,0.5
gcag,2007-12,0.419
GISTEMP,2008-01,0.3
gcag,2008-01,0.2102
GISTEMP,2008-02,0.38
gcag,2008-02,0.2693
GISTEMP,2008-03,0.75
gcag,2008-03,0.6137
GISTEMP,2008-04,0.54
gcag,2008-04,0.4481
GISTEMP,2008-05,0.5
gcag,2008-05,0.4325
GISTEMP,2008-06,0.49
gcag,2008-06,0.384
GISTEMP,2008-07,0.6
gcag,2008-07,0.5341
GISTEMP,2008-08,0.46
gcag,2008-08,0.4528
GISTEMP,2008-09,0.61
gcag,2008-09,0.548
GISTEMP,2008-10,0.67
gcag,2008-10,0.591
GISTEMP,2008-11,0.68
gcag,2008-11,0.6322
GISTEMP,2008-12,0.54
gcag,2008-12,0.4721
GISTEMP,2009-01,0.65
gcag,2009-01,0.5903
GISTEMP,2009-02,0.52
gcag,2009-02,0.4713
GISTEMP,2009-03,0.53
gcag,2009-03,0.4468
GISTEMP,2009-04,0.61
gcag,2009-04,0.5281
GISTEMP,2009-05,0.65
gcag,2009-05,0.5503
GISTEMP,2009-06,0.64
gcag,2009-06,0.6235
GISTEMP,2009-07,0.74
gcag,2009-07,0.6807
GISTEMP,2009-08,0.69
gcag,2009-08,0.6221
GISTEMP,2009-09,0.71
gcag,2009-09,0.6818
GISTEMP,2009-10,0.66
gcag,2009-10,0.6202
GISTEMP,2009-11,0.79
gcag,2009-11,0.7061
GISTEMP,2009-12,0.67
gcag,2009-12,0.6402
GISTEMP,2010-01,0.75
gcag,2010-01,0.7106
GISTEMP,2010-02,0.83
gcag,2010-02,0.7901
GISTEMP,2010-03,0.92
gcag,2010-03,0.8602
GISTEMP,2010-04,0.85
gcag,2010-04,0.8335
GISTEMP,2010-05,0.75
gcag,2010-05,0.7149
GISTEMP,2010-06,0.68
gcag,2010-06,0.645
GISTEMP,2010-07,0.63
gcag,2010-07,0.6174
GISTEMP,2010-08,0.67
gcag,2010-08,0.6146
GISTEMP,2010-09,0.63
gcag,2010-09,0.5643
GISTEMP,2010-10,0.71
gcag,2010-10,0.6421
GISTEMP,2010-11,0.81
gcag,2010-11,0.7346
GISTEMP,2010-12,0.45
gcag,2010-12,0.437
GISTEMP,2011-01,0.52
gcag,2011-01,0.4568
GISTEMP,2011-02,0.48
gcag,2011-02,0.4291
GISTEMP,2011-03,0.65
gcag,2011-03,0.5564
GISTEMP,2011-04,0.64
gcag,2011-04,0.6022
GISTEMP,2011-05,0.53
gcag,2011-05,0.4434
GISTEMP,2011-06,0.62
gcag,2011-06,0.5482
GISTEMP,2011-07,0.7
gcag,2011-07,0.6449
GISTEMP,2011-08,0.75
gcag,2011-08,0.651
GISTEMP,2011-09,0.56
gcag,2011-09,0.5379
GISTEMP,2011-10,0.65
gcag,2011-10,0.5763
GISTEMP,2011-11,0.58
gcag,2011-11,0.5113
GISTEMP,2011-12,0.59
gcag,2011-12,0.4948
GISTEMP,2012-01,0.47
gcag,2012-01,0.3696
GISTEMP,2012-02,0.49
gcag,2012-02,0.4647
GISTEMP,2012-03,0.56
gcag,2012-03,0.421
GISTEMP,2012-04,0.72
gcag,2012-04,0.6105
GISTEMP,2012-05,0.78
gcag,2012-05,0.6589
GISTEMP,2012-06,0.64
gcag,2012-06,0.6294
GISTEMP,2012-07,0.58
gcag,2012-07,0.5678
GISTEMP,2012-08,0.66
gcag,2012-08,0.6449
GISTEMP,2012-09,0.72
gcag,2012-09,0.6476
GISTEMP,2012-10,0.79
gcag,2012-10,0.7322
GISTEMP,2012-11,0.78
gcag,2012-11,0.721
GISTEMP,2012-12,0.53
gcag,2012-12,0.4637
GISTEMP,2013-01,0.7
gcag,2013-01,0.6078
GISTEMP,2013-02,0.62
gcag,2013-02,0.5265
GISTEMP,2013-03,0.67
gcag,2013-03,0.5829
GISTEMP,2013-04,0.53
gcag,2013-04,0.5748
GISTEMP,2013-05,0.6
gcag,2013-05,0.5569
GISTEMP,2013-06,0.69
gcag,2013-06,0.6593
GISTEMP,2013-07,0.59
gcag,2013-07,0.5892
GISTEMP,2013-08,0.7
gcag,2013-08,0.6352
GISTEMP,2013-09,0.76
gcag,2013-09,0.7222
GISTEMP,2013-10,0.69
gcag,2013-10,0.6504
GISTEMP,2013-11,0.83
gcag,2013-11,0.77
GISTEMP,2013-12,0.7
gcag,2013-12,0.6076
GISTEMP,2014-01,0.76
gcag,2014-01,0.6696
GISTEMP,2014-02,0.55
gcag,2014-02,0.4908
GISTEMP,2014-03,0.78
gcag,2014-03,0.6945
GISTEMP,2014-04,0.8
gcag,2014-04,0.7363
GISTEMP,2014-05,0.86
gcag,2014-05,0.7371
GISTEMP,2014-06,0.67
gcag,2014-06,0.6175
GISTEMP,2014-07,0.58
gcag,2014-07,0.581
GISTEMP,2014-08,0.83
gcag,2014-08,0.7338
GISTEMP,2014-09,0.87
gcag,2014-09,0.7568
GISTEMP,2014-10,0.8
gcag,2014-10,0.7424
GISTEMP,2014-11,0.67
gcag,2014-11,0.63
GISTEMP,2014-12,0.78
gcag,2014-12,0.6848
GISTEMP,2015-01,0.87
gcag,2015-01,0.74
GISTEMP,2015-02,0.9
gcag,2015-02,0.7818
GISTEMP,2015-03,0.96
gcag,2015-03,0.7953
GISTEMP,2015-04,0.75
gcag,2015-04,0.7009
GISTEMP,2015-05,0.79
gcag,2015-05,0.731
GISTEMP,2015-06,0.81
gcag,2015-06,0.7596
GISTEMP,2015-07,0.73
gcag,2015-07,0.7145
